,0,1,2,3,
114,친구가 갑자기 매제가되면 바로 죽빵 스트레이트에 ㅈ잘라버려야지,1,"['친구', '가', '갑자기', '매제', '가', '되', '면', '바로', '죽', '빵', '스트레이트', '에', 'ㅈ', '자르', '어', '버리', '어야지']","죽빵,",
115,"그동안 많이 봐줬는데, 오늘은 네 제삿날이니까 각오해.",1,"['그', '동안', '많이', '보', '어', '주', '었', '는데', ',', '오늘', '은', '너', '의', '제삿날', '이', '니까', '각오', '하', '어', '.']","제삿날,",
116,ㅋㅋ운동할때 겁나 가오만 잡고 막상 운동 안하는 것들도 많음.. 나 황산가리 먹여서 쓰레기통에 처분 해야 하는데,1,"['ㅋㅋ', '운동', '하', 'ᆯ', '때', '겁나', '가오', '만', '잡', '고', '막상', '운동', '안', '하', '는', '것', '들', '도', '많', '음', '..', '나', '황산', '가리', '먹이', '어서', '쓰레기통', '에', '처분', '하', '어야', '하', '는', '데']","황산가리,",
117,그 색희는 그냥 법으로 고소 못 하냐? 그게 사기가 아니고는 뭐야,1,"['그', '색희', '는', '그냥', '법', '으로', '고소', '못', '하', '냐', '?', '그것', '이', '사기', '가', '아니', '고', '는', '뭐야']","색희,",
118,진짜 미쳐돌았나 어떻게 그게 이쁨?,1,"['진짜', '미치', '어', '돌', '었', '나', '어떻', '게', '그것', '이', '이쁘', 'ᆷ', '?']","미쳐,돌,었,미쳐돌았나,",
119,그런 짓을 대놓고 하다니 점마가 뒈지고 싶나보다,1,"['그런', '짓', '을', '대놓고', '하', '다니', '점마', '가', '뒈지', '고', '싶', '나', '보', '다']","뒈지,",
120,센징들은 찢어 죽여야 제맛이지 ㅋㅋㅋ,1,"['세', 'ᆫ', '징', '들', '은', '찢', '어', '죽이', '어야', '제맛', '이', '지', 'ㅋㅋㅋ']","센징,찢,",
121,시부라꺼 귀에 당뇨가왔는지 와이리 못처듣노,1,"['시부라꺼', '귀', '에', '당뇨', '가', '오', '었', '는지', '와', '이리', '못처듣노']","시부라꺼,",
122,개네 다 일베던데ㅋㅋ 에타에 OO 이질알 하면서 글 싸지르고;; 인성은 지잡대 수준,1,"['개네', '다', '일베', '이', '던데', 'ㅋㅋ', '에타에', 'OO', '이질', '알', '하', '면서', '글', '싸지르', '고', ';;', '인성', '은', '지잡', '대', '수준']","일베,지잡대,",
123,노조들은 하나같이 앰뒤밖에 없는건가 진짜 ㅋㅋㅋ,1,"['노조', '들', '은', '하나같이', '앰뒤', '밖에', '없', '는', '거', '이', 'ᆫ가', '진짜', 'ㅋㅋㅋ']","앰뒤,",
124,넌 어떻게 그렇게 많이 먹어? 돼지색희야? 나는 피자 한 조각도 다 못 먹는데 ㅠ,1,"['너', 'ᆫ', '어떻', '게', '그렇', '게', '많이', '먹', '어', '?', '돼지', '색', '희', '이', '야', '?', '나', '는', '피자', '한', '조각', '도', '다', '못', '먹', '는', '데', 'ㅠ']","돼지색희,",
125,손가락을 분질러 놔야 됨 현실에선 찐따일듯,1,"['손가락', '을', '분지르', '어', '놓', '어야', '되', 'ᆷ', '현실', '에서', 'ᆫ', '찐따', '이', 'ᆯ', '듯']","찐따,",
126,너야말로 찾아가서 쥐도 새도 모르게 죽여버리기 전에 입 닫아,1,"['너', '야말로', '찾아가', '어서', '쥐', '도', '새', '도', '모르', '게', '죽이', '어', '버리', '기', '전', '에', '입', '닫', '어']","죽이,죽여버리,",
127,왜 밋틴 광견마냥 못싸워서 안달임?,1,"['왜', '밋틴', '광견', '마냥', '못', '싸우', '어서', '안달', '이', 'ᆷ', '?']","밋틴,광견,",
128,계속 말 그따구로 하면 죽여버린다고 했지?,1,"['계속', '말', '그따구', '로', '하', '면', '죽이', '어', '버리', 'ᆫ다고', '하', '었', '지', '?']","그따구,죽이,죽여버리,",
129,또 징징거리네 십알련 머가리 여물어 제발.. 그렇게 싫으면 휴학을 하든 자퇴를 하든 해라,1,"['또', '징징거리', '네', '십', '알리', '어', 'ᆫ', '머가리', '여물', '어', '제발', '..', '그렇', '게', '싫', '으면', '휴학', '을', '하', '든', '자퇴', '를', '하', '든', '하', '어라']","십알련,머가리,",
130,싫어 ! ㅠ 졸업은 빨리 하고싶단 말이야 이이잉 왜 징징거린다 질알이냐 얘기도 못해?,1,"['싫', '어', '!', 'ㅠ', '졸업', '은', '빨리', '하', '고', '싶', '단', '말', '이', '야', '이', '이잉', '왜', '징징거리', 'ᆫ다', '지', 'ᆯ', '알', '이', '냐', '얘기', '도', '못', '하', '어', '?']","질알,지랄,",
131,그럴거면 느금마한테 가서 징징거려 난 듣기 싫으니까 십알,1,"['그렇', '을', '거', '이', '면', '느금마', '한테', '가', '어서', '징징거리', '어', '나', 'ᆫ', '듣', '기', '싫', '으니까', '십', '알']","십알,시발,",
132,몰라 집중도 안되고 그냥 줫같다 그냥,1,"['모르', '어', '집중', '도', '안', '되', '고', '그냥', '줫', '같', '다', '그냥']","줫,줫같,",
133,다수를 위해 부작용으로 죽어가는 소수 내팽개친 싸패정부 ㅉㅉ,1,"['다수', '를', '위하', '어', '부작용', '으로', '죽', '어', '가', '는', '소수', '내팽개치', 'ᆫ', '싸패', '정부', 'ㅉㅉ']","싸패,",
134,죽고 싶어 환장한 것들.,1,"['죽', '고', '싶', '어', '환장', '하', 'ᆫ', '것', '들', '.']","죽,죽고싶,환장,",
135,분탕질하지 말고 끄져 버러지야,1,"['분', '탕', '질', '하', '지', '말', '고', '끄져', '버러지야']","끄져,꺼져,",
136,아직도 저런 빡대가리가 있네,1,"['아직', '도', '저런', '빡', '대가리', '가', '있', '네']","빡,빡대가리,대가리,",
137,저 뺑소니범 꼭 잡아서 내 손으로 지옥보낸다,1,"['저', '뺑소니', '범', '꼭', '잡', '어서', '나', '의', '손', '으로', '지옥', '보내', 'ᆫ다']","지옥,",
138,얘 허접인데다가 플레이 개지저분해,1,"['얘', '허접', '이', 'ᆫ데다가', '플레이', '개', '어', '지저분하', '어']","허접,",
139,그 빨갱이 색희 ㅋㅋ 아 진짜 개극혐; 그냥 뒤졌으면,1,"['그', '빨갱이', '색', '희', 'ㅋㅋ', '아', '진짜', '개극혐', ';', '그냥', '뒤지', '었', '으면']","빨갱이,색희,",
140,헉 완전 뵹신련이네 이거ㅋㅋ 어떻게 200을 잃냐? 역시 빡대가리들은 주식 건들면 안됨,1,"['헉', '완전', '뵹신련이네', '이거', 'ㅋㅋ', '어떻', '게', '200', '을', '잃', '냐', '?', '역시', '빡대가리', '들', '은', '주식', '건들', '면', '안', '되', 'ᆷ']","뵹신,봉신련,빡대가리,빡머가리,",
141,빨아주는 애들 진짜 뭔 생각이지 개돼지도 아까움 딱 붕어 대갈통 수준,1,"['빨', '어', '주', '는', '애', '들', '진짜', '뭔', '생각', '이', '지', '개돼지', '도', '아깝', '음', '딱', '붕어', '대갈통', '수준']","대갈통,머갈통",
142,나였으면 미용사 죽빵한대 갈겼다,1,"['나', '이', '었', '으면', '미용사', '죽', '빵', '한', '대', '갈기', '었', '다']","죽빵,",
143,만나면 뚝배기를 깨버려야지.,1,"['만나', '면', '뚝배기', '를', '깨', '어', '버리', '어야지', '.']","뚝배기,깨어,버리,어야,",
144,잼민이 깝치지 마라,1,"['잼민', '이', '깝', '치', '지', '말', '어라']","잼민이,깝치,",
145,그런 것들을 척살해야겠네,1,"['그런', '것', '들', '을', '척', '살', '하', '어야', '겠', '네']","척살,",
146,택십알 색희들 진짜 친구 없어서 손님들 한테 말 거는거임?ㅋㅋ 한낱 기사주제에,1,"['택', '십', '알', '색', '희', '들', '진짜', '친구', '없', '어서', '손', '님', '들', '한테', '말', '걸', '는', '거', '이', 'ᆷ', '?', 'ㅋㅋ', '한낱', '기사', '주제', '에']","택십알,색희,",
147,그런건 말하기 전에 알아서 닥쳐야지ㅋㅋ 택시비 안내고 튀라,1,"['그런', '거', 'ᆫ', '말', '하', '기', '전', '에', '알', '어서', '닥치', '어야지', 'ㅋㅋ', '택시비', '안', '내', '고', '튀', '라']","닥쳐,",
148,그럼 니가 해봐 찐따야,1,"['그럼', '니', '가', '하', '어', '보', '어', '찐따', '야']","찐따,",
149,염병하네 저번에 우리가 지원해줘서 고마워서 무상으로 지원해준건디 아주 지랄을 해라,1,"['염병', '하', '네', '저번', '에', '우리', '가', '지원', '하', '어', '주', '어서', '고맙', '어서', '무상', '으로', '지원', '하', '어', '주', 'ᆫ', '거', '이', 'ᆫ디', '아주', '이', '지랄', '을', '하', '어라']","염병,지랄,",
150,야 그런 짐승 집에 들이는거 아니라고 했잖아; 뭘 아쉬워하냐 애색희 마냥,1,"['야', '그런', '짐승', '집', '에', '들이', '는', '거', '아니', '라고', '하', '었', '지', '않', '어', ';', '뭐', 'ᆯ', '아쉬워하', '냐', '애', '색', '희', '마냥']","애색희,애새끼,",
151,웃긴놈들이지 지들도 인종차별 개오지게하면서 지들이 인종차별 당하면 개즤랄함 ㅋㅋ,1,"['웃기', 'ᆫ', '놈', '들', '이', '지', '지', '들', '도', '인종', '차별', '개', '오지', '게', '하', '면서', '지', '들', '이', '인종', '차별', '당하', '면', '개즤랄함', 'ㅋㅋ']","개지랄,개즤랄,",
152,그냥 나 정신력 약해요 ㅜ 멘탈 약해요 밖에 더 되냐? 볎신들,1,"['그냥', '나', '정신력', '약하', '어요', 'ㅜ', '멘탈', '약하', '어요', '밖', '에', '더', '되', '냐', '?', '볎', '신', '들']","볎신,병신,",
153,산책로인데 아니 7ㅐ새77ㅣ 산책 시키는 련놈들이 똥 싸지르면 안치우 잖아 ;,1,"['산책로', '이', 'ᆫ데', '아니', '개새끼', '산책', '시키', '는', '련', '놈', '들', '이', '똥', '싸지르', '면', '안', '치우', '지', '않', '어', ';']","개새끼,련놈,련놈들,련,놈,",
154,쓰레기법 만든 국개들 다 쳐 죽여버려야 돼,1,"['쓰레기', '법', '만들', 'ᆫ', '국', '개', '들', '다', '치', '어', '죽이', '어', '버리', '어야', '되', '어']","쓰레기,",
155,지 기분이 누구 하나 고소하고 싶다고 엉뚱한 사람 성추행범 만든 여자 광화문 광장에서 돌팔매질 하고 싶네.,1,"['지', '기분', '이', '누구', '하나', '고소', '하', '고', '싶', '다고', '엉뚱', '하', 'ᆫ', '사람', '성추행', '범', '만들', 'ᆫ', '여자', '광화문', '광장', '에서', '돌팔매', '질', '하', '고', '싶', '네', '.']","돌팔매,돌팔매질,",
156,여기 머가리 깰 대깨명 하나 더 있네,1,"['여기', '머가리', '깰', '대깨명', '하나', '더', '있', '네']","머가리,대가리,깨,",
157,저런애들땜에 보적보가 생길수밖에없어,1,"['저런', '애', '들', '땜', '에', '보적보', '가', '생기', 'ᆯ', '수', '밖에', '없', '어']","보적보,",
158,국회에 간첩이 190석인데 탄핵을 어케하노 바보들아,1,"['국회', '에', '간첩', '이', '190', '석', '이', 'ᆫ데', '탄핵', '을', '어케하노', '바보', '들', '아']","바보,",
159,오디션인데 나올 수도 있지 덜떨어진 놈아,1,"['오디션', '이', 'ᆫ데', '나오', 'ᆯ', '수', '도', '있', '지', '덜떨어지', 'ᆫ', '놈', '아']","덜떨어지,",
160,보는데 불편할 정도로 못하니깐 그렇지 씨발람아,1,"['보', '는', '데', '불편', '하', 'ᆯ', '정도', '로', '못', '하', '니깐', '그렇', '지', '씨발람', '아']","시발람,씨발람,",
161,갈 때 다 된 것처럼 기사 났던데 아직도 안 죽음?,1,"['가', 'ᆯ', '때', '다', '되', 'ᆫ', '것', '처럼', '기사', '나', '었', '던데', '아직', '도', '안', '죽', '음', '?']","죽,죽음,",
162,어휴 꽁치샛기가 커피는 젤 비싼거 쳐먹네 ㅋㅋ 니샛기 그렇게 살면 나중에 손가락 쪽쪽 빠는거야,1,"['어휴', '꽁치샛기', '가', '커피', '는', '젤', '비싸', 'ᆫ', '거', '치', '어', '먹', '네', 'ㅋㅋ', '니샛기', '그렇', '게', '살', '면', '나중', '에', '손가락', '쪽쪽', '빨', '는', '거', '야']","샛기,새끼,",
163,쥘알하고 있네 니 OO잖아;,1,"['쥘알', '하', '고', '있', '네', '이', '니', 'OO', '이', '잖아', ';']","쥘알,지랄,",
164,그 꼴을 어떻게 보고 있냐? 나였으면 벌써 키보드로 뚝배기 깼겠다.,1,"['그', '꼴', '을', '어떻', '게', '보', '고', '있', '냐', '?', '나', '이', '었', '으면', '벌써', '키보드', '로', '뚝배기', '깨', '었', '겠', '다', '.']","뚝배기,깨,",
165,나잇값 못하는 등딱 색기 빨리 뒤지는게 답이다,1,"['나잇', '값', '못', '하', '는', '등', '딱', '색', '기', '빨리', '뒤지', '는', '것', '이', '답', '이', '다']","나잇값못하,등딱,색기,새끼,",
166,정신나간련들 뭐 어쩌라는거야,1,"['정신', '나가', 'ᆫ', '련', '들', '뭐', '어쩌', '라는', '거', '야']","정신나간련,정신나간년,",
167,십알ㅋㅋ가고싶은데 안가겠냐? 장애도 아니고 앞에 멧퇘지련이 들어갔는데 똥싸는지 냄새도 죤니 나고 안나오네 그냥 빠져 뒤지길,1,"['십', '알', 'ㅋㅋ', '가', '고', '싶', '은데', '안', '가', '겠', '냐', '?', '장애', '도', '아니', '고', '앞', '에', '멧퇘지련', '이', '들어가', '었', '는데', '똥', '싸', '는', '지', '냄새', '도', '죤니', '나', '고', '안', '나오', '네', '그냥', '빠지', '어', '뒤지', '기', 'ᆯ']","십알,시발,장애,멧퇘지년,멧퇘지련,뒤지,",
168,저런 애들은 참교육시켜서 짓밟아 놔야 안 꿈틀거리지,1,"['저런', '애', '들', '은', '참', '교육', '시키', '어서', '짓밟', '어', '놓', '어야', '안', '꿈틀거리', '지']","짓밟,",
169,무지한색기야 설명하면 알아먹긴할까? 니 뇌는 그냥 장식으로 써,1,"['무지', '하', 'ᆫ', '색', '기', '이', '야', '설명', '하', '면', '알', '어', '먹', '기', 'ᆫ', '하', 'ᆯ까', '?', '니', '뇌', '는', '그냥', '장식', '으로', '쓰', '어']","무지,색기,뇌,장식,",
170,야 맞아 너 내신 바닥쳤으면서 쉴드 불가인데 그러는 거 꼴불견이야.,1,"['야', '맞', '어', '너', '내신', '바닥', '치', '었', '으면서', '쉴드', '불가', '이', 'ᆫ데', '그러', '는', '거', '꼴불견', '이', '야', '.']","꼴불견,",
171,응 다음 불편충,1,"['응', '다음', '불편', '충']","불편충,",
172,"불편충, 프로불편러 소리하는 너같은 것들 다 쏴죽이고 싶다",1,"['불편', '충', ',', '프로불편러', '소리', '하', '는', '너', '같', '은', '것', '들', '다', '쏘', '어', '죽이', '고', '싶', '다']","불편충,프로불편러,",
173,진짜? 작가가 머갈빡에 총맞았나보네,1,"['진짜', '?', '작가', '가', '머갈빡', '에', '총', '맞', '었', '나', '보', '네']","머갈빡,대갈빡,",
174,얼어 뒤져야지 저런 사회에 도움 안 되는 벌레년들은 ㅋㅋㅋ,1,"['얼', '어', '뒤지', '어야지', '저런', '사회', '에', '도움', '안', '되', '는', '벌레', '년', '들', '은', 'ㅋㅋㅋ']","벌레,벌레년,",
175,혜지 뜻도 모르냐 ㅋ 장혜야,1,"['혜지', '뜻', '도', '모르', '냐', 'ㅋ', '장혜야']","혜지,장혜,장애,",
176,장님처럼 넘어지고 다니네ㅋㅋ,1,"['장님', '처럼', '넘어지', '고', '다니', '네', 'ㅋㅋ']","장님,",
177,토막살인 그 자체다,1,"['토막', '살인', '그', '자체', '하', '다']","토막살인,",
178,몰랐어? 학번 분위기 곱창내고 휴학했잖아,1,"['모르', '었', '어', '?', '학번', '분위기', '곱창', '내', '고', '휴학', '하', '었', '잖아']","곱창내,",
179,하... 담배 꽁초 길에 버리고 가는 섘기들 담뱃불로 지져버려야 하나...?,1,"['하', '...', '담배', '꽁초', '길', '에', '버리', '고', '가', '는', '섘기', '들', '담뱃불', '로', '지지', '어', '버리', '어야', '하', '나', '...?']","샠기,새끼,",
180,명치 맞기 싫으면 다물어,1,"['명치', '맞', '기', '싫', '으면', '다물', '어']","다물,다물어,",
181,뭐라는거야 개미띤련아 내가 니련보단 훨씬 낫지 뭔 개소리를 쳐 하고 자빠졌음?,1,"['뭐', '이', '라는', '거', '이', '야', '개미띤련', '아', '나', '가', '니', '련', '보다', 'ᆫ', '훨씬', '낫', '지', '뭔', '개소리', '를', '치', '어', '하', '고', '자빠지', '었', '음', '?']","개미띤련,개미친년,미친년,니련,니년,개소리,",
182,야 이 야발련아 닌 약속을 개똥으로 아냐? 그렇게 네 맘대로 늦게 나올 거면 약속을 잡지 마,1,"['야', '이', '야발련', '아', '니', 'ᆫ', '약속', '을', '개똥', '으로', '알', '냐', '?', '그렇', '게', '너', '의', '맘대로', '늦', '게', '나오', 'ᆯ', '거', '이', '면', '약속', '을', '잡', '지', '말', '어']","야발,야발련,야발년,시발년,개똥,",
183,메퇘지 진상 극혐이다 진짜 ㅋㅋ,1,"['메퇘지', '진상', '극혐', '이', '다', '진짜', 'ㅋㅋ']","메퇘지,극혐,",
184,아 줫나 튕기네 그냥 좀 달라고 숨지기 싫으면,1,"['아', '주', '엇', '나', '튕기', '네', '그냥', '좀', '달', '라고', '숨지', '기', '싫', '으면']","줫나,숨지,",
